STNAM,FIPST,LEAID,ST_LEAID,LEANM,ALL_COHORT_1617,ALL_RATE_1617,MAM_COHORT_1617,MAM_RATE_1617,MAS_COHORT_1617,MAS_RATE_1617,MBL_COHORT_1617,MBL_RATE_1617,MHI_COHORT_1617,MHI_RATE_1617,MTR_COHORT_1617,MTR_RATE_1617,MWH_COHORT_1617,MWH_RATE_1617,CWD_COHORT_1617,CWD_RATE_1617,ECD_COHORT_1617,ECD_RATE_1617,LEP_COHORT_1617,LEP_RATE_1617,DATE_CUR
TEXAS,48,4834550,TX-195901,PECOS-BARSTOW-TOYAH ISD,167,90-94,1,PS,2,PS,3,PS,154,90-94,1,PS,6,GE50,13,GE50,80,90-94,5,PS,17AUG18
TEXAS,48,4834560,TX-109914,PENELOPE ISD,14,GE50,,,,,2,PS,,,,,12,GE50,3,PS,10,GE50,,,17AUG18
TEXAS,48,4834630,TX-119903,PERRIN-WHITT CISD,29,GE80,1,PS,,,,,5,PS,1,PS,22,GE80,2,PS,14,GE50,,,17AUG18
TEXAS,48,4834650,TX-179901,PERRYTON ISD,174,GE95,,,1,PS,1,PS,123,GE95,3,PS,46,GE90,9,GE50,74,GE95,8,GE50,17AUG18
TEXAS,48,4834680,TX-095904,PETERSBURG ISD,8,GE50,,,,,1,PS,5,PS,,,2,PS,2,PS,6,GE50,,,17AUG18
TEXAS,48,4834710,TX-039903,PETROLIA CISD,40,GE90,1,PS,,,,,5,PS,2,PS,32,GE90,5,PS,11,GE50,1,PS,17AUG18
TEXAS,48,4834770,TX-013903,PETTUS ISD,32,80-89,,,,,,,15,GE50,,,17,GE80,2,PS,21,GE80,,,17AUG18
TEXAS,48,4834800,TX-172905,PEWITT CISD,73,90-94,1,PS,,,7,GE50,8,GE50,6,GE50,51,GE90,6,GE50,44,80-89,2,PS,17AUG18
TEXAS,48,4834830,TX-227904,PFLUGERVILLE ISD,1626,96,4,PS,152,GE95,316,94,702,96,68,GE95,384,98,136,80-84,709,95,209,90-94,17AUG18
TEXAS,48,4834860,TX-108909,PHARR-SAN JUAN-ALAMO ISD,2113,91,1,PS,3,PS,5,PS,2094,91,,,10,GE50,138,80-84,1857,90,551,78,17AUG18
TEXAS,48,4834920,TX-061903,PILOT POINT ISD,106,GE95,1,PS,2,PS,2,PS,39,GE90,2,PS,60,GE90,5,PS,40,GE90,12,GE50,17AUG18
TEXAS,48,4834980,TX-092904,PINE TREE ISD,341,92,1,PS,10,GE50,61,90-94,97,90-94,10,GE50,162,90-94,24,GE80,147,85-89,18,60-79,17AUG18
TEXAS,48,4835010,TX-032902,PITTSBURG ISD,181,GE95,3,PS,4,PS,39,GE90,59,GE90,1,PS,75,GE95,27,GE80,119,GE95,7,GE50,17AUG18
TEXAS,48,4835040,TX-251902,PLAINS ISD,34,GE90,,,,,,,23,GE80,,,11,GE50,2,PS,21,GE80,3,PS,17AUG18
TEXAS,48,4835070,TX-095905,PLAINVIEW ISD,396,89,2,PS,4,PS,23,GE80,286,90-94,2,PS,79,85-89,33,70-79,220,85-89,8,GE50,17AUG18
TEXAS,48,4835100,TX-043910,PLANO ISD,4021,96,9,GE50,860,98,486,95,794,93,134,GE95,1738,97,291,80-84,867,93,183,80-84,17AUG18
TEXAS,48,4835130,TX-019912,PLEASANT GROVE ISD,174,GE95,,,6,GE50,21,GE80,12,GE50,10,GE50,125,GE95,13,GE50,27,GE80,3,PS,17AUG18
TEXAS,48,4835190,TX-007905,PLEASANTON ISD,224,91,,,1,PS,,,155,85-89,,,68,GE95,11,GE50,91,90-94,6,GE50,17AUG18
TEXAS,48,4835250,TX-031909,POINT ISABEL ISD,141,90-94,,,,,,,129,90-94,,,12,GE50,12,GE50,110,90-94,16,GE80,17AUG18
TEXAS,48,4835310,TX-061906,PONDER ISD,86,GE95,1,PS,2,PS,,,11,GE50,3,PS,69,GE95,7,GE50,27,GE80,,,17AUG18
TEXAS,48,4835340,TX-184901,POOLVILLE ISD,43,80-89,,,,,,,10,GE50,,,33,80-89,4,PS,18,GE80,,,17AUG18
TEXAS,48,4835370,TX-178908,PORT ARANSAS ISD,50,GE90,,,3,PS,,,9,GE50,4,PS,34,GE90,3,PS,5,PS,2,PS,17AUG18
TEXAS,48,4835400,TX-123907,PORT ARTHUR ISD,507,86,7,GE50,32,GE90,254,85-89,200,80-84,3,PS,11,GE50,21,GE80,415,91,58,60-69,17AUG18
TEXAS,48,4835430,TX-123908,PORT NECHES-GROVES ISD,344,95,,,24,GE80,11,GE50,66,90-94,12,GE50,231,GE95,26,GE80,85,90-94,8,GE50,17AUG18
TEXAS,48,4835490,TX-085902,POST ISD,60,80-89,,,1,PS,4,PS,40,70-79,,,15,GE50,7,GE50,37,70-79,2,PS,17AUG18
TEXAS,48,4835520,TX-007906,POTEET ISD,106,90-94,,,,,1,PS,93,85-89,,,12,GE50,10,GE50,72,85-89,1,PS,17AUG18
TEXAS,48,4835550,TX-247904,POTH ISD,70,GE95,,,,,,,29,GE80,,,41,GE90,9,GE50,18,GE80,1,PS,17AUG18
TEXAS,48,4835560,TX-188903,HIGHLAND PARK ISD,64,GE95,,,9,GE50,3,PS,19,GE80,1,PS,32,GE90,2,PS,35,GE90,4,PS,17AUG18
TEXAS,48,4835570,TX-188904,BUSHLAND ISD,133,GE95,2,PS,1,PS,1,PS,18,GE80,8,GE50,103,GE95,7,GE50,20,GE80,1,PS,17AUG18
TEXAS,48,4835580,TX-091913,POTTSBORO ISD,123,GE95,5,PS,1,PS,,,7,GE50,2,PS,108,GE95,7,GE50,30,GE80,1,PS,17AUG18
TEXAS,48,4835700,TX-028906,PRAIRIE LEA ISD,13,GE50,,,,,,,2,PS,,,11,GE50,1,PS,11,GE50,,,17AUG18
TEXAS,48,4835730,TX-169909,PRAIRIE VALLEY ISD,9,GE50,,,,,,,,,,,9,GE50,1,PS,5,PS,,,17AUG18
TEXAS,48,4835740,TX-139912,PRAIRILAND ISD,76,GE95,,,,,,,7,GE50,2,PS,67,GE95,5,PS,22,GE80,,,17AUG18
TEXAS,48,4835760,TX-125905,PREMONT ISD,27,GE80,,,,,,,27,GE80,,,,,1,PS,22,60-79,2,PS,17AUG18
TEXAS,48,4835800,TX-189902,PRESIDIO ISD,119,90-94,,,1,PS,,,115,90-94,1,PS,2,PS,7,GE50,113,90-94,55,80-89,17AUG18
TEXAS,48,4835820,TX-167904,PRIDDY ISD,9,GE50,,,,,,,4,PS,,,5,PS,,,7,GE50,,,17AUG18
TEXAS,48,4835850,TX-043911,PRINCETON ISD,263,93,,,3,PS,21,GE80,113,GE95,4,PS,122,90-94,19,GE80,120,90-94,7,GE50,17AUG18
TEXAS,48,4835910,TX-108910,PROGRESO ISD,128,75-79,,,,,,,128,75-79,,,,,10,GE50,126,75-79,46,70-79,17AUG18
TEXAS,48,4836000,TX-043912,PROSPER ISD,520,GE99,1,PS,21,GE80,42,GE90,78,GE95,18,GE80,360,GE99,25,GE80,44,GE90,8,GE50,17AUG18
TEXAS,48,4836180,TX-099903,QUANAH ISD,35,GE90,,,,,,,12,GE50,3,PS,20,GE80,5,PS,27,GE80,1,PS,17AUG18
TEXAS,48,4836210,TX-034907,QUEEN CITY ISD,77,GE95,,,1,PS,10,GE50,1,PS,4,PS,61,GE95,5,PS,38,GE90,,,17AUG18
TEXAS,48,4836240,TX-116908,QUINLAN ISD,185,85-89,2,PS,,,2,PS,31,GE90,2,PS,148,85-89,16,60-79,90,80-84,7,GE50,17AUG18
TEXAS,48,4836300,TX-250904,QUITMAN ISD,85,GE95,3,PS,2,PS,2,PS,20,GE80,3,PS,55,GE90,8,GE50,43,GE90,1,PS,17AUG18
TEXAS,48,4836360,TX-190903,RAINS ISD,120,90-94,2,PS,2,PS,3,PS,18,GE80,3,PS,92,85-89,19,GE80,61,GE95,4,PS,17AUG18
TEXAS,48,4836390,TX-054903,RALLS ISD,44,80-89,,,,,,,32,80-89,,,12,GE50,5,PS,32,80-89,1,PS,17AUG18
TEXAS,48,4836450,TX-015906,RANDOLPH FIELD ISD,112,GE95,,,4,PS,19,GE80,27,GE80,14,GE50,48,GE90,2,PS,9,GE50,,,17AUG18
TEXAS,48,4836480,TX-067907,RANGER ISD,33,80-89,,,,,,,10,GE50,,,23,60-79,9,GE50,22,GE80,,,17AUG18
TEXAS,48,4836510,TX-231902,RANKIN ISD,15,GE50,,,,,,,6,GE50,,,9,GE50,1,PS,10,GE50,1,PS,17AUG18
TEXAS,48,4836540,TX-245903,RAYMONDVILLE ISD,139,80-84,,,,,,,138,80-84,,,1,PS,7,GE50,122,75-79,4,PS,17AUG18
TEXAS,48,4836570,TX-192901,REAGAN COUNTY ISD,59,80-89,,,,,,,51,80-89,,,8,GE50,6,GE50,31,GE90,9,GE50,17AUG18
TEXAS,48,4836660,TX-070911,RED OAK ISD,451,94,4,PS,2,PS,98,90-94,137,GE95,7,GE50,203,90-94,38,80-89,173,85-89,20,GE80,17AUG18
TEXAS,48,4836750,TX-019906,REDWATER ISD,81,GE95,,,,,3,PS,4,PS,2,PS,72,GE95,3,PS,20,GE80,,,17AUG18
TEXAS,48,4836780,TX-196903,REFUGIO ISD,45,GE90,,,,,4,PS,32,GE90,1,PS,8,GE50,9,GE50,27,GE80,,,17AUG18
TEXAS,48,4836960,TX-175911,RICE ISD,46,GE90,,,1,PS,1,PS,26,GE80,,,18,GE80,4,PS,22,GE80,4,PS,17AUG18
TEXAS,48,4836970,TX-045903,RICE CISD,93,85-89,,,,,19,GE80,46,GE90,2,PS,26,GE80,14,GE50,57,80-89,5,PS,17AUG18
TEXAS,48,4836990,TX-093905,RICHARDS ISD,7,GE50,,,,,,,,,,,7,GE50,1,PS,5,PS,,,17AUG18
TEXAS,48,4837020,TX-057916,RICHARDSON ISD,2325,87,11,GE50,198,85-89,481,82,849,86,73,90-94,713,92,179,60-64,1097,85,248,60-64,17AUG18
TEXAS,48,4837080,TX-206902,RICHLAND SPRINGS ISD,9,GE50,,,,,,,3,PS,,,6,GE50,1,PS,3,PS,,,17AUG18
TEXAS,48,4837110,TX-161912,RIESEL ISD,39,GE90,,,,,,,8,GE50,1,PS,30,GE80,3,PS,16,GE80,,,17AUG18
TEXAS,48,4837140,TX-214901,RIO GRANDE CITY CISD,698,94,,,,,1,PS,696,94,,,1,PS,96,75-79,455,92,168,85-89,17AUG18
TEXAS,48,4837150,TX-031916,SOUTH TEXAS ISD,580,GE99,,,52,GE90,4,PS,494,GE99,9,GE50,21,GE80,12,GE50,347,GE99,18,GE80,17AUG18
TEXAS,48,4837170,TX-031911,RIO HONDO ISD,137,GE95,,,,,,,136,GE95,,,1,PS,13,GE50,112,GE95,10,GE50,17AUG18
TEXAS,48,4837200,TX-126907,RIO VISTA ISD,66,GE95,1,PS,,,,,12,GE50,1,PS,52,GE90,7,GE50,25,GE80,4,PS,17AUG18
TEXAS,48,4837230,TX-067908,RISING STAR ISD,11,GE50,,,,,,,2,PS,,,9,GE50,,,7,GE50,,,17AUG18
TEXAS,48,4837260,TX-188902,RIVER ROAD ISD,112,90-94,1,PS,,,2,PS,27,60-79,1,PS,81,GE95,9,GE50,43,GE90,3,PS,17AUG18
TEXAS,48,4837320,TX-137903,RIVIERA ISD,36,GE90,,,,,,,22,GE80,,,14,GE50,1,PS,23,GE80,,,17AUG18
TEXAS,48,4837380,TX-041902,ROBERT LEE ISD,22,GE80,,,,,,,6,GE50,1,PS,15,GE50,1,PS,13,GE50,,,17AUG18
TEXAS,48,4837410,TX-161922,ROBINSON ISD,148,GE95,1,PS,,,3,PS,36,GE90,5,PS,103,GE95,15,GE50,35,GE90,,,17AUG18
TEXAS,48,4837440,TX-178909,ROBSTOWN ISD,174,85-89,,,,,1,PS,171,85-89,,,2,PS,11,GE50,146,85-89,4,PS,17AUG18
TEXAS,48,4837470,TX-076903,ROBY CISD,14,GE50,,,,,,,2,PS,,,12,GE50,,,3,PS,,,17AUG18
TEXAS,48,4837500,TX-160904,ROCHELLE ISD,14,GE50,,,,,,,1,PS,,,13,GE50,1,PS,6,GE50,,,17AUG18
TEXAS,48,4837590,TX-166904,ROCKDALE ISD,101,90-94,,,,,10,GE50,47,GE90,3,PS,41,GE90,11,GE50,53,GE90,1,PS,17AUG18
TEXAS,48,4837650,TX-199901,ROCKWALL ISD,1111,97,5,PS,41,GE90,76,GE95,227,90-94,44,GE90,718,98,77,75-79,260,GE95,32,GE90,17AUG18
TEXAS,48,4837710,TX-014907,ROGERS ISD,62,GE95,,,1,PS,2,PS,16,GE80,1,PS,42,GE90,3,PS,17,GE80,1,PS,17AUG18
TEXAS,48,4837740,TX-214903,ROMA ISD,424,91,,,,,,,424,91,,,,,16,60-79,359,90,233,85-89,17AUG18
TEXAS,48,4837800,TX-152908,ROOSEVELT ISD,64,GE95,1,PS,,,1,PS,38,GE90,1,PS,23,GE80,3,PS,40,GE90,2,PS,17AUG18
TEXAS,48,4837830,TX-110905,ROPES ISD,24,GE80,,,,,,,12,GE50,,,12,GE50,3,PS,8,GE50,,,17AUG18
TEXAS,48,4837860,TX-177901,ROSCOE COLLEGIATE ISD,31,GE90,,,,,1,PS,16,GE80,,,14,GE50,2,PS,13,GE50,1,PS,17AUG18
TEXAS,48,4837900,TX-073905,ROSEBUD-LOTT ISD,50,GE90,,,,,10,GE50,12,GE50,1,PS,27,GE80,1,PS,27,GE80,1,PS,17AUG18
TEXAS,48,4838040,TX-076904,ROTAN ISD,11,GE50,,,,,,,4,PS,,,7,GE50,1,PS,2,PS,,,17AUG18
TEXAS,48,4838080,TX-246909,ROUND ROCK ISD,3395,94,8,GE50,430,GE99,359,90,1048,92,140,GE95,1410,95,222,75-79,869,89,168,85-89,17AUG18
TEXAS,48,4838100,TX-075908,ROUND TOP-CARMINE ISD,21,GE80,,,,,1,PS,2,PS,1,PS,17,GE80,3,PS,4,PS,,,17AUG18
TEXAS,48,4838160,TX-139908,ROXTON ISD,15,GE50,,,,,2,PS,,,,,13,GE50,3,PS,10,GE50,,,17AUG18
TEXAS,48,4838190,TX-237905,ROYAL ISD,126,GE95,1,PS,,,22,GE80,80,GE95,3,PS,20,GE80,10,GE50,81,GE95,18,GE80,17AUG18
TEXAS,48,4838220,TX-199902,ROYSE CITY ISD,349,96,4,PS,4,PS,20,GE80,108,GE95,14,GE50,199,GE95,23,GE80,117,GE95,11,GE50,17AUG18
TEXAS,48,4838280,TX-104903,RULE ISD,7,GE50,,,,,,,3,PS,1,PS,3,PS,1,PS,5,PS,,,17AUG18
TEXAS,48,4838310,TX-128903,RUNGE ISD,23,60-79,,,,,,,21,GE80,,,2,PS,1,PS,17,60-79,,,17AUG18
TEXAS,48,4838360,TX-037907,RUSK ISD,137,90-94,,,1,PS,22,GE80,27,GE80,6,GE50,81,GE95,14,GE50,68,90-94,2,PS,17AUG18
TEXAS,48,4838400,TX-091914,S AND S CISD,53,GE90,3,PS,,,,,5,PS,6,GE50,39,GE90,3,PS,25,GE80,1,PS,17AUG18
TEXAS,48,4838430,TX-232902,SABINAL ISD,37,GE90,1,PS,,,1,PS,25,GE80,,,10,GE50,5,PS,21,GE80,,,17AUG18
TEXAS,48,4838460,TX-092906,SABINE ISD,82,90-94,,,,,6,GE50,14,GE50,,,62,90-94,6,GE50,24,GE80,,,17AUG18
TEXAS,48,4838490,TX-123913,SABINE PASS ISD,36,GE90,1,PS,,,12,GE50,10,GE50,,,13,GE50,1,PS,18,GE80,1,PS,17AUG18
TEXAS,48,4838520,TX-169911,SAINT JO ISD,11,GE50,,,,,,,4,PS,1,PS,6,GE50,2,PS,2,PS,,,17AUG18
TEXAS,48,4838580,TX-014908,SALADO ISD,121,GE95,,,1,PS,2,PS,24,GE80,4,PS,90,GE95,6,GE50,19,GE80,4,PS,17AUG18
TEXAS,48,4838610,TX-112909,SALTILLO ISD,17,GE80,,,,,,,5,PS,,,12,GE50,3,PS,13,GE50,1,PS,17AUG18
TEXAS,48,4838640,TX-074917,SAM RAYBURN ISD,34,GE90,,,,,1,PS,4,PS,1,PS,28,GE80,3,PS,8,GE50,1,PS,17AUG18
TEXAS,48,4838700,TX-226903,SAN ANGELO ISD,998,92,4,PS,19,GE80,38,80-89,589,90,14,GE50,334,94,100,80-84,492,90,13,LT50,17AUG18
TEXAS,48,4838730,TX-015907,SAN ANTONIO ISD,3198,81,2,PS,10,GE50,230,75-79,2877,82,12,GE50,67,65-69,377,70,2694,80,452,84,17AUG18
TEXAS,48,4838760,TX-203901,SAN AUGUSTINE ISD,44,GE90,,,1,PS,22,GE80,12,GE50,2,PS,7,GE50,8,GE50,38,GE90,,,17AUG18
TEXAS,48,4838790,TX-031912,SAN BENITO CISD,742,93,1,PS,,,,,733,93,,,8,GE50,48,80-89,627,93,89,80-84,17AUG18
TEXAS,48,4838820,TX-066902,SAN DIEGO ISD,91,85-89,,,,,,,91,85-89,,,,,7,GE50,69,85-89,4,PS,17AUG18
TEXAS,48,4838850,TX-071904,SAN ELIZARIO ISD,240,86,,,,,,,236,85-89,1,PS,3,PS,16,GE80,225,85-89,66,80-84,17AUG18
TEXAS,48,4838900,TX-233901,SAN FELIPE-DEL RIO CISD,728,83,1,PS,4,PS,2,PS,685,82,1,PS,35,GE90,58,80-89,473,79,93,70-74,17AUG18
TEXAS,48,4838910,TX-214902,SAN ISIDRO ISD,18,GE80,,,,,,,18,GE80,,,,,1,PS,18,GE80,3,PS,17AUG18
TEXAS,48,4838970,TX-105902,SAN MARCOS CISD,603,85,,,5,PS,37,GE90,437,82,3,PS,121,90-94,43,70-79,369,82,28,40-59,17AUG18
TEXAS,48,4839000,TX-245904,SAN PERLITA ISD,26,GE80,,,,,,,22,GE80,,,4,PS,3,PS,15,GE50,1,PS,17AUG18
TEXAS,48,4839030,TX-206901,SAN SABA ISD,49,GE90,1,PS,,,,,20,GE80,,,28,GE80,4,PS,20,GE80,2,PS,17AUG18
TEXAS,48,4839120,TX-058909,SANDS CISD,15,GE50,,,,,,,6,GE50,,,9,GE50,,,6,GE50,,,17AUG18
TEXAS,48,4839150,TX-117903,SANFORD-FRITCH ISD,54,GE90,,,,,,,4,PS,1,PS,49,GE90,3,PS,15,GE50,,,17AUG18
TEXAS,48,4839180,TX-061908,SANGER ISD,169,90-94,1,PS,1,PS,7,GE50,49,80-89,3,PS,108,90-94,10,GE50,76,80-84,4,PS,17AUG18
TEXAS,48,4839210,TX-042903,SANTA ANNA ISD,19,GE80,,,,,1,PS,7,GE50,,,11,GE50,1,PS,12,GE50,,,17AUG18
TEXAS,48,4839270,TX-084909,SANTA FE ISD,347,88,2,PS,2,PS,2,PS,58,GE90,5,PS,278,85-89,32,60-69,80,80-84,5,PS,17AUG18
TEXAS,48,4839300,TX-137904,SANTA GERTRUDIS ISD,93,GE95,,,1,PS,1,PS,73,GE95,2,PS,16,GE80,2,PS,35,GE90,2,PS,17AUG18
TEXAS,48,4839330,TX-031913,SANTA MARIA ISD,57,GE90,,,,,,,56,GE90,,,1,PS,1,PS,57,GE90,21,GE80,17AUG18
TEXAS,48,4839360,TX-031914,SANTA ROSA ISD,101,90-94,,,,,,,101,90-94,,,,,7,GE50,85,90-94,3,PS,17AUG18
TEXAS,48,4839390,TX-182904,SANTO ISD,37,GE90,,,1,PS,,,2,PS,,,34,GE90,4,PS,12,GE50,,,17AUG18
TEXAS,48,4839450,TX-074911,SAVOY ISD,20,GE80,,,,,,,,,3,PS,17,GE80,2,PS,5,PS,,,17AUG18
TEXAS,48,4839480,TX-094902,SCHERTZ-CIBOLO-U CITY ISD,1289,95,5,PS,34,80-89,203,GE95,483,94,61,90-94,503,95,92,75-79,284,90-94,22,GE80,17AUG18
TEXAS,48,4839510,TX-207901,SCHLEICHER ISD,47,GE90,,,,,1,PS,31,GE90,,,15,GE50,6,GE50,14,GE50,1,PS,17AUG18
TEXAS,48,4839540,TX-075903,SCHULENBURG ISD,58,GE90,,,,,7,GE50,20,GE80,1,PS,30,GE80,7,GE50,20,GE80,2,PS,17AUG18
TEXAS,48,4839570,TX-129910,SCURRY-ROSSER ISD,87,GE95,1,PS,,,4,PS,10,GE50,,,72,GE95,7,GE50,28,GE80,,,17AUG18
TEXAS,48,4839600,TX-083901,SEAGRAVES ISD,43,GE90,,,,,5,PS,31,GE90,,,7,GE50,1,PS,25,GE80,6,GE50,17AUG18
TEXAS,48,4839630,TX-008902,SEALY ISD,208,97,,,1,PS,24,GE80,96,GE95,3,PS,84,GE95,15,GE50,107,GE95,11,GE50,17AUG18
TEXAS,48,4839690,TX-094901,SEGUIN ISD,456,94,,,3,PS,27,GE80,293,90-94,7,GE50,126,GE95,43,80-89,239,90-94,23,GE80,17AUG18
TEXAS,48,4839750,TX-083903,SEMINOLE ISD,178,GE95,1,PS,1,PS,1,PS,90,GE95,,,85,GE95,17,GE80,78,GE95,8,GE50,17AUG18
TEXAS,48,4839780,TX-012901,SEYMOUR ISD,47,GE90,,,,,,,11,GE50,1,PS,35,GE90,2,PS,20,GE80,,,17AUG18
TEXAS,48,4839870,TX-152909,SHALLOWATER ISD,102,GE95,,,,,1,PS,29,GE80,2,PS,70,GE95,7,GE50,22,GE80,,,17AUG18
TEXAS,48,4839900,TX-242902,SHAMROCK ISD,21,GE80,,,1,PS,3,PS,3,PS,,,14,GE50,1,PS,9,GE50,,,17AUG18
TEXAS,48,4839930,TX-108911,SHARYLAND ISD,818,96,2,PS,9,GE50,4,PS,761,96,2,PS,40,GE90,65,85-89,441,96,124,85-89,17AUG18
TEXAS,48,4839960,TX-210903,SHELBYVILLE ISD,43,GE90,,,,,11,GE50,4,PS,2,PS,26,GE80,4,PS,29,GE80,1,PS,17AUG18
TEXAS,48,4839990,TX-101924,SHELDON ISD,547,86,1,PS,,,130,90-94,372,86,3,PS,41,60-69,34,70-79,390,85,76,65-69,17AUG18
TEXAS,48,4840020,TX-204904,SHEPHERD ISD,136,90-94,1,PS,1,PS,7,GE50,30,GE80,2,PS,95,90-94,15,GE50,81,90-94,10,GE50,17AUG18
TEXAS,48,4840080,TX-091906,SHERMAN ISD,432,89,4,PS,8,GE50,60,80-89,149,85-89,18,GE80,193,90-94,40,GE90,229,85-89,39,80-89,17AUG18
TEXAS,48,4840110,TX-143903,SHINER ISD,49,GE90,,,1,PS,5,PS,4,PS,,,39,GE90,6,GE50,10,GE50,,,17AUG18
TEXAS,48,4840170,TX-047905,SIDNEY ISD,4,PS,,,,,,,3,PS,,,1,PS,1,PS,3,PS,,,17AUG18
TEXAS,48,4840200,TX-115902,SIERRA BLANCA ISD,13,GE50,,,,,,,8,GE50,,,5,PS,3,PS,7,GE50,1,PS,17AUG18
TEXAS,48,4840230,TX-100904,SILSBEE ISD,190,GE95,3,PS,1,PS,34,GE90,7,GE50,3,PS,142,GE95,22,GE80,82,GE95,,,17AUG18
TEXAS,48,4840290,TX-023902,SILVERTON ISD,15,GE50,,,,,,,3,PS,,,12,GE50,1,PS,5,PS,,,17AUG18
TEXAS,48,4840320,TX-019909,SIMMS ISD,39,GE90,,,,,,,2,PS,1,PS,36,GE90,6,GE50,18,GE80,,,17AUG18
TEXAS,48,4840350,TX-205906,SINTON ISD,149,GE95,1,PS,,,3,PS,120,GE95,2,PS,23,GE80,11,GE50,87,90-94,2,PS,17AUG18
TEXAS,48,4840410,TX-013905,SKIDMORE-TYNAN ISD,60,GE90,,,1,PS,,,38,GE90,,,21,GE80,3,PS,22,GE80,,,17AUG18
TEXAS,48,4840440,TX-152903,SLATON ISD,85,85-89,1,PS,,,6,GE50,54,80-89,,,24,GE80,12,GE50,45,GE90,3,PS,17AUG18
TEXAS,48,4840470,TX-249908,SLIDELL ISD,20,GE80,1,PS,,,,,8,GE50,,,11,GE50,3,PS,15,GE50,,,17AUG18
TEXAS,48,4840500,TX-001909,SLOCUM ISD,24,GE80,,,,,,,1,PS,,,23,GE80,3,PS,10,GE50,,,17AUG18
TEXAS,48,4840550,TX-011904,SMITHVILLE ISD,131,90-94,,,1,PS,11,GE50,33,GE90,4,PS,82,90-94,11,GE50,67,90-94,3,PS,17AUG18
TEXAS,48,4840590,TX-110906,SMYER ISD,30,GE80,,,,,,,16,GE80,,,14,GE50,4,PS,21,GE80,,,17AUG18
TEXAS,48,4840620,TX-026903,SNOOK ISD,38,GE90,,,,,12,GE50,9,GE50,,,17,GE80,2,PS,21,GE80,,,17AUG18
TEXAS,48,4840650,TX-208902,SNYDER ISD,165,85-89,,,,,3,PS,77,85-89,2,PS,83,85-89,8,GE50,54,70-79,4,PS,17AUG18
TEXAS,48,4840680,TX-015908,SOUTH SAN ANTONIO ISD,1028,51,3,PS,4,PS,4,PS,1013,50,,,4,PS,44,80-89,556,86,43,70-79,17AUG18
TEXAS,48,4840710,TX-071909,SOCORRO ISD,3487,91,6,GE50,22,GE80,83,85-89,3268,91,15,GE50,93,90-94,203,70-74,2134,91,396,81,17AUG18
TEXAS,48,4840740,TX-015909,SOMERSET ISD,259,89,1,PS,,,2,PS,230,85-89,,,26,GE80,22,40-59,193,90-94,19,60-79,17AUG18
TEXAS,48,4840770,TX-026902,SOMERVILLE ISD,25,GE80,,,,,7,GE50,9,GE50,,,9,GE50,6,GE50,15,GE50,4,PS,17AUG18
TEXAS,48,4840800,TX-218901,SONORA ISD,80,GE95,,,,,,,58,GE90,,,22,GE80,11,GE50,28,GE80,2,PS,17AUG18
TEXAS,48,4840890,TX-085903,SOUTHLAND ISD,16,GE80,,,,,1,PS,10,GE50,,,5,PS,3,PS,14,GE50,,,17AUG18
TEXAS,48,4840920,TX-015917,SOUTHSIDE ISD,367,89,,,1,PS,4,PS,332,90,4,PS,26,60-79,46,70-79,258,90-94,41,70-79,17AUG18
TEXAS,48,4840950,TX-015912,SOUTHWEST ISD,876,93,,,4,PS,16,GE80,810,93,12,GE50,34,GE90,87,90-94,677,94,49,80-89,17AUG18
TEXAS,48,4841010,TX-098904,SPEARMAN ISD,54,GE90,,,,,,,31,GE90,,,23,GE80,5,PS,26,GE80,2,PS,17AUG18
TEXAS,48,4841070,TX-170907,SPLENDORA ISD,270,94,,,,,1,PS,74,GE95,1,PS,194,90-94,17,GE80,140,90-94,5,PS,17AUG18
TEXAS,48,4841100,TX-101920,SPRING BRANCH ISD,2414,89,5,PS,159,GE95,139,80-84,1323,85,43,GE90,745,95,123,65-69,1242,86,367,72,17AUG18
TEXAS,48,4841190,TX-092907,SPRING HILL ISD,117,GE95,,,5,PS,12,GE50,12,GE50,3,PS,85,GE95,11,GE50,33,80-89,6,GE50,17AUG18
TEXAS,48,4841220,TX-101919,SPRING ISD,2345,84,28,40-59,115,90-94,977,83,1005,85,18,GE80,202,80-84,154,60-64,1514,86,199,60-64,17AUG18
TEXAS,48,4841250,TX-140907,SPRINGLAKE-EARTH ISD,27,GE80,,,,,,,19,GE80,,,8,GE50,5,PS,20,GE80,,,17AUG18
TEXAS,48,4841280,TX-184902,SPRINGTOWN ISD,220,90,1,PS,2,PS,5,PS,41,GE90,9,GE50,162,90-94,18,60-79,95,85-89,5,PS,17AUG18
TEXAS,48,4841340,TX-229905,SPURGER ISD,27,GE80,,,,,,,3,PS,1,PS,23,GE80,2,PS,19,GE80,1,PS,17AUG18
TEXAS,48,4841350,TX-079910,STAFFORD MSD,254,89,,,19,GE80,111,GE95,116,80-84,3,PS,5,PS,24,GE80,141,85-89,10,GE50,17AUG18
TEXAS,48,4841400,TX-127906,STAMFORD ISD,32,GE90,,,,,4,PS,11,GE50,1,PS,16,GE80,1,PS,17,GE80,,,17AUG18
TEXAS,48,4841430,TX-156902,STANTON ISD,50,GE90,,,,,1,PS,29,GE80,1,PS,19,GE80,4,PS,13,GE50,,,17AUG18
TEXAS,48,4841520,TX-072903,STEPHENVILLE ISD,223,GE99,1,PS,1,PS,1,PS,56,GE90,7,GE50,157,GE95,8,GE50,70,GE95,7,GE50,17AUG18
